sentiment,review_body,product_category
0,I wanted to love this jacket. so soft and great color. unfortunately it is just too light weight. it is almost like shirt fabric. nice heft to the fabric though. nice length - accept the sleeves were short on me. i am 5'10 and 135lbs. the small was the right size. i was looking for something slightly warmer to layer.,Jackets
0,The material is so soft and cozy. there is just enough padding to keep me warm all year round in southern california. but  i ended up leaving the store without this vest  bc 1)the cut is slightly boxy.  2) every vest had different color variations. you definitely should go into the store to check it out. the ones i saw made the vest have cheap pattern of wide stripes  not an even vintage fade as shown. i'm so sad as everything else is perfect. fits true to size,Jackets
0,Ordered my regular size large and the fit was a snug around my hips when snapped. i didn't plan on wearing it that way so that wasn't a deal breaker for me. but because i have a larger bust i felt the padding added pounds and lots of width to my frame. i also had the same issues with coloring as other reviewers. and lastly  the collar is really high and it just bugged me. so this one went back.,Jackets
1,Perfect for summer nights. makes any outfit that much special!,Jackets
1,I love this vest! there are so many ways to style it...open or tied closed  over a dress or with a tshirt and jeans. i get compliments every time i wear it. it's soft and light enough to add interest to an outfit without being too heavy/hot to wear all day.,Jackets
1,"I have the marrakech vest from the summer and really liked the quality and fit of that  so i ordered this one. fit is very similar. this one is made of a lightweight cotton  and has a similar cut. will be a great fall transitional jacket  and looks great with lots of things--maxi skirts  skinny jeans  long tops with the hems peaking out  etc. i found it tts: i got an xs and am 5'4""  120 lbs. i don't plan to wear more than a thin top underneath  but don't think i could fit a sweater under the sle",Jackets
1,This vest is awesome. it can take any dress/outfit and instantly make it more fancy and formal. the way it drapes is very forgiving and the back bow can be modified and switched out for different colors depending on outfit color. .,Jackets
1,This is a well-made kimono style jacket  in a great color choice that is versatile and well constructed. being short and with narrow shoulders  most kimono-style jackets don't work on me; they are simply too big & too long. this jacket's shorter length and more streamlined styling make it perfect for me. a keeper  and a real steal on sale.,Jackets
1,This is a must have for summer. i'm always hot but sometimes a sweater just doesn't look right. the short sleeves are just what i've been looking for. every jacket i own runs smaller on me around the bust and arms  so i think for everyone else  your normal jacket size should be perfect.,Jackets
1,I recently purchased this vest and unlike other reviews  i found it to be tts. with that being said  i am typically a medium in retailer tops or 8/10. i have broad shoulders (5'9  145lbs). i purchased the medium and it fit perfect through the shoulders. it is meant to be flowy and gives some volume in a good way. if that's the look you are going for this is the top for you. had i gone down a size  i would not have been able to hook the top. i am going to be wearing this with blue jeans and white s,Jackets
1,"I bought this as a ""reward."" i have wanted a leather jacket forever and i truly love this. goes with so many things; tons of compliments. soft  comfortable material.",Jackets
1,Love the swing-style boxy fit. versatile - works well over jeans or any pants and top. like the coated linen (or cotton?) look. serves much the same purpose as any light weight or denim jacket - good to wear over a top to complete an outfit or as an extra thin layer but not a substantial outdoor jacket. really quite cute. fairly tts but if between sizes  size down.,Jackets
-1,These run very small!! they are also short  almost like a crop pant. the fit was so weird that i won't even exchange for a bigger size.,Jeans
-1,Perhaps i should have gotten two sizes smaller  but the knees on these were baggie by lunch.  they are very soft and comfortable  but i wouldn't buy them again.,Jeans
-1,This picture does not represent these jeans .. the color is way off. they are more yellow toned and look much more worn than in the picture. they also run very small.,Jeans
-1,It's way more distressed than it looks in the picture and that was a no for me.,Jeans
-1,Loved these when i tried them on they fit well and were so flattering. i am a size 0/2 and 5' tall and have a 'bubble butt' and thicker thighs with a narrow waist i tried on a 24 they we a little tight on my bum and thighs but the waist was perfect  tried on a 25 and they were much more comfortable on my legs and worked on my waist as well. i thought all was good but after wearing them out for not even ten minutes they started slipping down constantly and loosed up around all areas especially my,Jeans
-1,When i tried these on in the store i was thrilled - they were comfy as yoga pants and  the fit was divine. i thought i had found the perfect jeans and i splurged on them for my birthday. after wearing just two times they are baggy and the knees are totally bagged out  saggy and faded.  so disappointing - i want my $180 back!,Jeans
-1,"Woah  these jeans looked ridiculous on me. i felt as though it was 1987 and i was raiding my mom's closet. the combination of the light wash  the crop leg and high waist with the odd stitching around the midsection make this a no. it really accentuates any pouch you may have. i was looking for a high waisted denim but these are very unflattering. i am 5'3"" / 140 curvy. no  no  no!",Jeans
-1,I finally ordered a pair of these jeans after seeing so many rave reviews  and when they went on sale. i'm leaving this review for women who share my body type.    i'm slim with longer legs  and don't really have curves. i typically don't purchase jeans with an inseam shorter than 30''. for reference  i really love the fit of paige and m.i.h. jeans.    these jeans have an inseam of 31''  which i thought would be fine. but for me  the cut wasn't flattering at all. i typically look for jeans that,Jeans
-1,Bummer  i fell in absolute love with these gems until i realized how weak the stretch is by the end of the day. i purchased them on the 13th of feb and can't bare to wear them anymore.,Jeans
0,I absolutely love the look and fit of these jeans. i did have to size down. i ran into problems after washing. the fraying on one leg was twice that of the other  looking very unbalanced. after looking closely i found that one leg had a top stitching very close to the fray to prevent further fraying. the other leg did not have this stitching  thus the fraying double in size. i have sent a request to customer service for a replacement pair. these are adorable jeans just be sure to check for stitc,Jeans
0,I have been searching for grey jeans and haven?t found anything that i truly love. i tried on both a 25p and 26p. the 25p was too tight and i don?t think they would have stretched out enough for me to be comfortable in. the 26p was close but i was afraid they would stretch out too much. they looked good from the front but did nothing for my cushion. the color  length and feel of the jeans was perfect. in the end they went back and the hunt continues for grey jeans. i would recommend trying these,Jeans
0,Love the style  fabric and fit generally  but even ordering down a size  i could yank them right down. trying going down one more size  but not sure it will work as much as i want it to.,Jeans
0,"I really wanted these jeans to work but i am too curvy and not tall enough for them. i just felt like they were swallowing me up with fabric. i am 5'5"" and had a stacked boot heel on when i tried them on and they were still too long. i felt like they made me look even bigger than i am. the fabric is nice  not as dark as the photo as others have said.",Jeans
0,I agree with the other reviews that these jeans run big. for my body  straight up and down  i ordered 2 sizes down  but would have ordered one size down had i been able to try them on in the store. the jeans i received were lighter  not blue  and more grey with very noticeable white whiskering. i need a new pair of jearns and i love the cut of these so i am keeping this pair  but  for me  because of the color they are just ok compared to the wow i was expecting from the picture.,Jeans
0,As other reviewers have pointed out  the bum is not flattering. the pockets are wide and the fit sort of flattens you out. bummer. literally. too bad  i wanted these to work more than then coh's parker cropped. the coh's win. my wallet loses.,Jeans
0,Not for the curvy women. fit in the waist but bunched around the crotch,Jeans
0,"Cute in concept  so large in reality. i am 5'3""  size 24 in jeans. i was swimming in these. i mean the seat is huge and the length of the rise is super long. don't even try if you are a little person. long and lean  yes  would probably look great on you.",Jeans
0,The color on these are amazing. i am 5'2 and these are really meant for that long lean profile. note they have very little stretch.,Jeans
1,I honestly  have to give these jeans 5stars.  i loved them when i saw them in the store and had to have them and when i wore them  i got tons of compliments. they are super comfortable too!  i read some of the other reviews and thought that their comments were a little strange.  these jeans are obviously not classic and they will go of style but  if you run a little outside of the style box you will welcome them in your wardrobe.,Jeans
1,I love pilcro jeans.  i have many pairs and usually i'm a 31.  the sales girl said to buy them a size smaller because they stretch out.  i should have listen.  wore them one day and totally bagged out.  hopefully they will shrink in the wash.,Jeans
1,I ordered these jeans on sale based on the great reviews  but when the arrived the color looked different from the online pictures. i don't love the color but decided to try them on anyway since i've never tried ag before. well they are so soft and comfortable and fit great! i didn't want to take them off  so i ended up keeping them. now ag is my favorite brand for jeans!,Jeans
1,"I bought two pair in one week...crazy right? i am 5'11 and 150lbs. i bought the pink color  soft faded pink  which drew me to them right away...kinda soft and romantic pink. then two days later went back (one hour drive) and bought the silver which is really a worn in green color. i feel these are true to size  i wouldn't size down because these are""t super stretchy....feels like it also won't bag out during the day. i really love these cords....and the rolled up cuff is adorable.",Jeans
1,I love these pants! so comfortable and can be dressed up and dressed down! love them!,Jeans
1,"I'm in love. the cut  fit  and fabric of this jean have made it my favorite  everyday pair. they're mostly rayon  followed by equal parts polyester and cotton with a touch of spandex thrown in: the right combination for fit  softness  and durability. these hold their shape well  so i don't have to wash them every other time i wear them. the ankle length hits me at the top of my ankle bone. perfect. i'm 5'6""  125 pounds. ordered size 27.",Jeans
1,"These were fabulous and a great color in person - true to a normal ag fit. i am 5'1"" and the regular size was too long so i am exchanging them for the petite version in the same size. really hoping they fit the same as the regular version!",Jeans
1,I probably have 10 pairs of pilcro jeans and pants and most of the jeans are the skinny fit. i wanted something that wasn't a skinny fit so i thought i would try these straight fit jeans thinking they would be skinny but they also wouldn't be loose. just got them today and when i tried them on they were tighter then the skinny jeans i just took off. i guess i agree with the other reviewers that they fit like a glove. so if that's what you're looking for these will be great.,Jeans
1,Love another pair of ag stevie's!,Jeans
-1,Bought this shirt on sale. it was super cute in the dressing room  and for the first time i wore it. washed it per the instructions (wash delicate with cold water  lay flat to dry) and it shrunk so much i don't think i'm going to be able to wear it anymore. it was oversized and loose when i bought it  so it shrunk a lot. there is also a small hole all of the sudden  that i have no idea where it came from (wasn't there when i put it in the washer). very disappointed.,Knits
-1,I love deletta and regularly search for their items here on retailer. however  this one is a miss as i think it runs small or you need to be taller and thinner then i for the gathering  opening to hit you right. i did really like the color ( ordered the brown) and material but back it goes.,Knits
-1,"When i saw this online i immediately put it on my ""must buy"" list. i hate paying the exorbitant shipping fees retailer charges so i was waiting until i could get to my local store  in the meantime it looks like it has sold out online but i am sure it will be back in stock soon. luckily  my b&m store had it and i am so glad i didn't waste my money or time ordering it online. this could have been great but once again antho missed the mark. what the product shot online doesn't show is that it has dol",Knits
-1,I just got this and couldn't wait to wear it to work today. it is such a pretty designed top. unfortunately  it is falling apart as i write this review. one sleeve is unraveling. there are strings hanging off all over the lacy arms. am so disappointed in the quality. i'll be sending it back when i get home.,Knits
-1,"Looks beautiful in the photo and the color in person is beautiful but it runs so so large that i think even an extra small would be too large for me. just for comparison  and i wish all reviewers would include this  i am 5'5"" and weigh 120 pounds. i ordered a medium which a small to medium is my usual size but i ordered the medium because i wanted to have room to wear something under it. i could have worn two sweatshirts under this sweater. unfortunately i have returned it.",Knits
-1,Super cute but the fabric was so thin & flimsy i was afraid it would fall apart once it was washed so returned it.,Knits
-1,Wasn't crazy about this top. it looked great online but in person it's just a boring and lifeless top.,Knits
-1,The yellow is not as bright as the pic and the tee shirt base color is more off white/oatmeal making the shirt look much more drab in person than in the pics. fit was ok but nothing special about this and will be returning.,Knits
-1,I loved this shirt when i got it. it fit perfectly  and was so soft. but when i washed it  following the instructions  it shrank up to well above my belly button. i'm talking 6 inches of shrinkage  at least.,Knits
0,"I love the color (coral/pink) and the open shoulder design of this top  but it's too blousy at the bottom (way too much fabric). i ordered a small. i am 5'4"" and 120 lbs. i might try an xs if they still have them in stock. fabric is comfortable. the ties on the sleeves add a special touch.",Knits
0,I wanted to love this top. it was huge and i didn't like the material. it felt like it should have been much less expensive than it was.,Knits
0,"As other reviewers have noted  this is a pretty top. i really love the design. alas  however  it is too big for my frame. for reference i am barely 5'1"" and about 105 lbs. i ordered my usual xxsp and the fit is just not flattering on me. it is looser than on the model and the flounce does not hit me in the proper place. the top is also too wide so that it has these odd gaps near the armpits. i highly recommend this top unless you are an xxsp. i am going to have to part with it  sadly.",Knits
0,I was looking for a basic tee  but this one was just ok...the quality is okay  but it us not as soft as i would have liked. unfortunately   i will be returning this item.,Knits
0,I like everything about this shirt except i wish the embroidery was on the back too. gives it a cheaper look by only having it on the front. you will look prettier coming than going for sure!,Knits
0,This is an easy-going weekend piece. it wrinkles a bit easily but it's comfy and swingy. i was a little confused about how to wear the shirt due to the open lace pattern (nude bra or nude cami?) i'm still not sure if it's appropriate to wear without a cami,Knits
0,"I love this top. it is very short and hits at a potentially unflattering area if one has wider hips. the fabric and swing to the ""skirt"" is adorable.",Knits
0,I really loved the color and fabric of this sweater. i liked everything about it except how wide it was at the bottom. i returned it for this reason.,Knits
0,The fabric and design are gorgeous so i was hoping the top would work for me. sadly  it looked ridiculous on me. i wouldn't recommend the top for busty girls. it looked like a bell on me. fyi  it doesn't come with a camisole underneath.,Knits
1,Beautiful blouse - my only complaint is that the lace is too open for my taste. i'm a size small or a 4 for the most part. in retailer i can sometimes wear an xs. i decided to keep the small. yes  it's slightly restricting but i don't notice it much - it's definitely not a straight jacket. i also ordered a medium and in a way it could have worked but there was a lot of extra fabric. i am not flat chested - i wear a 34c - 32d depending on the bra. if you are inbetween sizes like me go with the larg,Knits
1,I actually love the thickness of the cotton fabric on this top. i am tired of too thin shirts that develop holes right away. i love the color too.i am usually a medium and the medium fits well  if a little roomy.,Knits
1,This top is so pretty. i would say it's probably  about 1 size smaller than normal  but i like the cropped fit.,Knits
1,"Ordered this is the navy in a size m.....i'm 5' 5""  135 lbs  34d. it was huge!!! it is also very billowy but i'm going to try it in a petite s. i also changed colors to the ivory as the navy was really plain. hoping this size change works!",Knits
1,"This pink tank is a wonderful addition to my go-to basics. i love the color  which is a nice deep pink that is pretty spot on in terms of accuracy to the online photo. it is a wonderful comfy fabric and the side knot adds nice visual interest to make this top appealing and unique. i also appreciate the wide straps  which means i can wear a normal bra instead of a strapless one without worrying about straps playing peek-a-boo. the only drawback is size. i ordered my usual xs (i am 5'5""  110 lbs ",Knits
1,This tee is my favorite this year! it just looks great on! not fitted  but not loose either. i love it so much i have it in white  black  pink  light green  gray  slate blue and holly. the holly was my least favorite color (i thought it would look a little 'greener') it is so dark  you almost have to see it in the sunlight to be sure it is green. i ordered it online from the store and i kept it just because...  i love the fact that it can be machine warned and dried without shrinking. i don't dr,Knits
1,I absolutely love the print. it's what caught my eye first when scrolling down the page. the fabric is very soft  single layer. the model definitely makes this shirt look slimmer or tighter to the body than the shirt actually is. the slimmer fit was the next thing i was looking forward to  but like other reviews  it is very flowy and the fabric falls away from the bottom below the bust (which i'm not mad about when wearing this in the summer--the occasional breeze will feel nicer with a loose to,Knits
1,Just love this sweater  have it in both colors. can be dressed up or more casual!,Knits
1,This top is cute! it adds a pop of color to my day and seems to be of high quality. the colors seem more vibrant in person and the material is quite soft and stretchy. as another reviewer pointed out  the peplum is only in the front! it sounds really weird but i don't really mind the look because i'll be wearing a jacket over it. i'm usually a size 12/14 with a 36dd bust and the large fits beautifully.,Knits
-1,I love this tank  it is so comfortable but it does have its flaws. it rolls up every time i walk or do anything  it becomes very bothersome.,Layering
-1,Way too long...the sizing is incredibly off on this product. order a size or two down.,Layering
-1,This top is beautiful - even more so in person. however  like a previous reviewer  the fit is very boxy. there is so much excess fabric that poofs out on the sides that you can't see in the photos due to the model's cardigan and arms. if this top had been a bit longer and more fitted  without all the excess fabric at the bottom  it would have been perfect. again  the color  the lace  the fabric and the pleating is all gorgeous. would love it if the designer took this into consideration and came,Layering
-1,The material is very nice. not flimsy at all which is nice. the problem was the fit around the arms. i am a petite person with a small chest but it still didn't cover me bra. i'll be returning it.,Layering
-1,This top fit perfectly but too much of my bra was showing through the black lace. it would be a great top to use as loungewear  though.,Layering
-1,Very poorly made- wide and short  very unflattering. the material is advertised as cotton  but it felt very synthetic.,Layering
-1,"This shirt fits very closely to the body. it has a very strange fit in the shoulder  though. the arms themselves are really long  far past my hands  yet it's very tight in the shoulder and under arm area. for reference  i am 5'10""  130 pounds and ordered a small  which is what i usually need.",Layering
-1,Doesn't feel like cotton jersey. feels like a thin version of the seamless cami. it's not soft as i expected. it's much thinner than expected too.,Layering
-1,Wow! this sure is close fitting  as in suction cups to your body! yikes  definitely not forgiving for those of us with curves. to me  it seems like the material will wear well. i bought this for a great sales price so i may keep it  not sure. it would work fine as a layering piece but if i gain even 5 lbs  it won't work. i ordered the medium and am usually a small. the large might have worked best but probably still pretty clingy. i do recommend this if you are thin with no problem areas.,Layering
0,I love the wide straps but it runs small and is short. still great for layering. great  soft material. i hate that it is so tight and short but if i size up them the arm holes would be way too big.,Layering
0,I nearly always wear a size small  and sometimes even a small is too large. not in this case; this top is extremely snug. i would not be able to wear this  and i would've returned for a larger size but the ivory color was a little too yellow for me. in the online photo. the color is more of an off-white than ivory yellow. i'm guessing also that this fabric may not stand the test of time and easily snag. but that's just conjecture.,Layering
0,"I like this shirt  as in general i prefer more form-fitting and less flowy shirts. however  after washing the shirt and hanging dry it has shrunk to be too short to wear with even mid-rise jeans. so: good if you don't like long t-shirts  bad if you are tall  like me (5'8"") and don't want to wear a crop top.",Layering
0,I was looking for an undergarment and this is more of a nightgown. if it came in a solid color then i'd probably buy it. i usually wear a small and this was a tad too tight. on the upside  the fabric was soft and lightweight.,Layering
0,I love the way the mock neck style looks  but the shirt is cut very small. i realize it's supposed to stretch  but it's still very  very tight on  particularly in the shoulder area. if you like the style  i'd recommend sizing up.,Layering
0,I loved this when i got it. it has such a flattering fit! slightly loose in the body  but not flowy. nice weight of fabric. comfortable fabric. perfect scoop neck that doesn't show too much cleavage. but i washed it once on delicate and line dried (which i do with most of my shirts) and it came out riddled in holes.,Layering
0,"This spandex top  in my opinion  is workout wear. it is not the tank i expected to receive  but my bad. it is super stretchy tank like most folks use with leggings or workout shorts. it does seem small but perhaps due to the kind of tank it is  it should fit like this. 5' 5"" 142 lbs medium is skin tight. color is nice but  as i wanted a tank to wear with skirts or jeans and this is not what i had envisioned-it has to go back to retailer. quality seems fair.",Layering
0,This seemed to run a little bit small on me... more form fitting than on the model in the photo. also  it's thin. i'd be sold on it for sure if it were just a little longer too because i like the almost-lingerie-like look. the lace applique is pretty  and if you purchase it for that  then it really shows up better on the two lighter colors - it really gets lost all in black.,Layering
0,So comfortable and soft but starting pilling after one wear! sending back.,Layering
1,Great tank top! loved it so much that i ordered 3!,Layering
1,"This top is beautiful! it drapes just like the picture with gorgeous details in the back. this is what i expect from retailer! i am 5'4""  120# and 34b and took my size small so i would say tts. i tried it on with a strapless nude colored bra and it was not visible. give it a try you won't regret it!",Layering
1,Perfect semi-dressy summer top  that could definitely go year round. love the buttons up the back. it's flows but the slight peplum keeps it from looking tent like. love this so much i ordered another in black.,Layering
1,"The wide strap style is very flattering. this tank is fitted in my normal size small  it fits like the model in the cobalt blue color. i'm 5'7"" 120lbs. if you want more room  i'd size up. it is low cut  but not inappropriately so. fits like the picture shows.",Layering
1,Confortable and looks great how ever you wear it.,Layering
1,"I'm 5'5"" 127lbs. ordered size small. not sheer. bodysuit snaps. great to wear with skirts and wide leg pants!!",Layering
1,I have bought 4 of these  but after 1st wash on 2 of them and they were in a lingere bag  there are little holes on the front of each  now they are bum around shirts. if they go on sale i will purchase  but the material needs to be better.,Layering
1,"I love this dress. i'm 5'8"" and it fits me exactly like the model in the picture. i have slim hips and waist  so that helps. i don't think this would be as flattering on someone curvy. i wish it came in another color i like  i would absolutely buy in another color. i got a medium and it fits like a glove.",Layering
1,This turtleneck is already wrapped and it's soon going under the tree for me! i bought it when i saw it in the store and tried it on. it's fitted but not too tight or snug... just fitted and flattering. the lace cutout area is so flattering and unexpected. i love this top and think it will be a wardrobe staple - both for dress and casual. (i'll wash it carefully just in case. it seems well made but i'd hate to snag the lace.),Layering
-1,Adorable foxes  i was smitten in the store but the fix is bizarre and the foxes don't come up very high so you're limited in the length you can wear. i bought the m/l based on salesperson advice and i can't imagine trying anything smaller  i usually wear a size s or 4 bottom  these were super snug. back to the store they went.,Legwear
-1,Ordered on line and thought these are a great quality as i pulled them out of the box. tried them on and found minimal elastic for the waist. within minutes of wearing  the waist fell down past my hips...glad i was at home. looks cute but will not stay up.,Legwear
-1,I bought the black and gray fleece lined leggings. i thought the price was great. too good to be true. you get what you pay for. once i opened the box they smelled awful. it was a chemical smell. i washed the black pair twice and it was a little better. i have washed the gray 5 times and it still smells.,Legwear
-1,These could barely fit over my calf and did not even broach my knee. i have big calves but i am otherwise i slim and normal sized woman. these are way too tight and narrow to enjoy or to get much use out of.,Legwear
-1,I am so sad i have to return these leggings. they're adorable--so much so that my fiancã© commented favorably on them--but as other reviewers have pointed out  there's no elastic or string in the waistband so you have to walk around holding them up with one hand or they'll fall down! why  sleeping on snow? whyyyyyyyyyyy? they're so great otherwise!,Legwear
-1,I wanted to love these  they are cute and warm - but they have absolutely no elasticity. i'm so mad at myself for not reading the reviews because i ended up wasting money on shipping 2 pairs of leggings that i ultimately took right back to the store.,Legwear
-1,Super itchy! had to return.,Legwear
-1,Good quality fabric and structure but the mix media details and lines make them seem more like jodphurs than leggings. it's hard to see where i would wear them ... sorry but they have to go back.,Legwear
-1,I ordered these pants in my usual size (xl) and was shocked when i received them. the waist was huge and there was nothing in the way of an elastic or tie to keep them up. i couldn't keep them on so  of course  back they go! too bad! the sweater quality is great.,Legwear
0,I carry my weight on my lower half  usually a large in bottoms. this one in a large was too big throughout especially since it doesn't have a waste band. returned.,Legwear
0,"I received these as a christmas gift. they are really cozy: warm  soft and super comfortable. however  they stretch out a lot  as there is no drawstring or elastic on the waist band. this leads them to poof out a lot and i have to keep pulling them up. this is fine for hanging out around the house  but not if you want to wear them out and about. i'm keeping them because they're so comfortable  but beware how much they stretch. (i am 5'6""  130 lbs and the size small fits well).",Legwear
0,These are very cute leggings. i love the ribbed bottoms. as far as design and comfort  they are a five. but after only two wearings  they are pilling like crazy and look shabby. i'm very happy i only paid $23 for them. if i paid full price  i'd be more upset.,Legwear
0,I recommend with reservations. these leggings are 100% wool  soft  not itchy  light weight  lovely knitted pattern. they run large. i sized down to a small. the first time i wore them they were fine. but the second time the waist stretched out and was useless: they were falling down as i walked. such a shame because everything else about them is perfect for cold winter days. they even fit under my silk skirt and would make other lighter garments wearable in winter. so what to do? at the price th,Legwear
0,I wanted to love these  but they're so tight around the top. my legs are normal size and i couldn't get them above my knee. the top isn't stretchy...it has a string that keeps it from expanding. they are so very cute  but unfortunately must go back for me.,Legwear
0,"Got them in the light blue. i'm 5'0"" so they're a little long. i like the texture and they are really comfortable! the only thing is the awkward seams around the crotch area so you really can't wear them alone with a cropped tee or shorter top.",Legwear
0,"I'm a size 28 jeans 5'9 with a bubble bottom. these were falling off of me around the hips. these are warm. i was expecting them to not be sheer since they are fleece lined but when i sat down i was shocked to notice it. it doesn't matter functionality wise because i never felt a ""draft."" they look good and are well made but i will be returning due to the lack of fit.",Legwear
0,"I'm 5'9"" and these run true to size for the fit but having long legs by the end of the day they start to sag down in the crotch and hit me about mid calf straight out is the package. they wash up perfectly and are cozy. if you're of average height these will probably be your favorite.",Legwear
0,These leggings are great in quality and are thick enough to wear as pants; the rise is perfect. the only issue is that they stretch during wear and end up being a size larger.,Legwear
1,"These are the best leggings i have ever worn - and i wear a lot of leggings. i am 5' 8"" tall and 127lbs. i bought a s/m. they very soft and warm. they stay up perfectly  and do not pinch or make any lines. i am amazed that they are so inexpensive. i am buying 2 more after this review!",Legwear
1,"I wear tights all winter. it's difficult to find cute  fashionable tights that aren't ""heavy"" and have quality fabrics that will last through an entire season. these fit great  don't roll or bunch  don't shrink  have great feeling fabric and aren't super thick... but not see thru! love these and plan on purchasing in all of the colors!",Legwear
1,Soft pretty socks. a little big if you have smaller feet. i'm a size 7.5  and they are a tad too big but still comfortable.,Legwear
1,"A very pretty pair of over-the-knee socks. i purchased the dark grey color  which has a metallic silver thread running through it. a nice subtle but glitzy touch. the knitted pattern is intricate and nicely done. i'm 5' 4"" and they do come up well above the knee. if you are walking quite a bit  they don't stay above the knee  but they do seem to stay just below the knee. because the yarn is fairly thin they don't look bunchy even if they come down a bit. i have very sensitive skin  and metallics",Legwear
1,Great fabric.  nice legging  substantial fabric  more structured than a typical legging.,Legwear
1,Soft  versatile comfort. what more could you want in a legging?,Legwear
1,Fun socks you will want to show off. design is printed on a relatively thin (trouser sock).,Legwear
1,Love how these fit! they are warm and such a good price! i got 3 pairs. i washed mine in a garment bag and it washed just fine. i hung them dry.,Legwear
1,These tights are exactly what i was looking for! they are a great weight for the winter months and can be worn out/dressed up or for lounging around at the house. they are a nice weight and durable construction. i plan to pair them with skirts  tunics and dresses. they are super cute with ankle boots.,Legwear
-1,I am petite and ordered size small  and it came looking like gym sweat pants. the material was very nice  but in terms of the waist and length size  both run incredibly large. the cuff of the joggers are also not elastic at all  and hangs loose widely. will have to return this item  unfortunately.,Lounge
-1,"This dress is horrible. i can't believe they can get away with calling it a ""dress"". it should have been called a tunic or shirt. it looks like it is a soft flowing dress made out of nice material from the pictures  no way. it is made from sweatshirt material it is lifeless and is kind of stiff. it came to the top of my thighs. i can't find one nice thing to say about this dress and i do not recommend it. the picture does it so much more justice that it is worth.",Lounge
-1,I'm upset. i ordered the grey sweatshirt and while the description says the sweatshirt has a zipper  the picture of the grey does not have a zipper. i prefer no zipper  so when it arrived in the mail with a zipper  i was disappointed. it's going back. why have a model where an item that you're not offering???,Lounge
-1,White and silver threads made fabric look grey. almost dirty. fit was nice and price is great. villa to pool to restaurant would be great. colored fabric would be better.,Lounge
-1,Fabric felt and looked cheap.  hem was completely frayed  all the way around  perhaps purposely  but ratty looking  all the same.,Lounge
-1,These are light and airy and pretty. they also tore the third time i wore them and not on a seam - a little above the knee while i was lying in my bed.    they also do not slim the figure and the fabric is slightly see-through as it is so thin  therefore if you are looking for serious lounge pants - great - i would not leave the house in them... or turn over in bed in them.    when i sit  the slits fall down around my thighs. my son complimented my dress the other day because the slits give way,Lounge
-1,I am of average height  but these pants are so long!! i considered altering them because i like the print  but i don't think it's worth the effort for workout attire so they're going back. shame!!,Lounge
-1,This is a great dress if you don't want to leave the house or you want the world to see your nipples.,Lounge
-1,I normally wear a medium with these types of fabrics but this one was oddly proportioned on me. the skirt was also not very flattering to my hourglass figure  but it at least fit well. the top was baggy and gaped at the armpits as stated by others. i really wanted to like this dress but it made me look 20 pounds heavier even in the places it looked too big on me. i could have tried going with a small but the skirt would have then been too short.,Lounge
0,This sweater is fine for the casual days. i bought this in cream and i have to say after one wash it looks old. i'm a huge retailer lover and buy a lot of clothes from them. this is just not the best quality and looks tired after a few wears. very soft  but poor material. not my favorite purchase.,Lounge
0,"I tried this on in white and considered whether or not i wanted ""just another cover-up"". in the final analysis  even at $35 (30% off 49.99)  it just hung there. if that's what you're after  then this is for you.",Lounge
0,While the fabric  embroidery and sizing are dead on  i just couldn't deal with the shiny little mirrors that the designer embellished this shirt with. that detail is not apparent in the photographs and i felt lessened the versatility of this blouse. so  it must go back to retailer.,Lounge
0,These sleep pants are very pretty  soft and comfortable. unfortunately  after washing them once i noticed some small holes in the fabric which is very disappointing considering the price. i don't mind paying a little more for clothing if i feel like the quality is there but in this case i'm not so sure. i guess if you don't really sleep in them or wash them then they would probably be ok but then what's the point of buying them?,Lounge
0,I bought these almost immediately after touching them in store; they were so soft i didn't even need to try them on to know i would love them. i now wish i had tried them on in the store  so i could have learned that the elastic band on the inside isn't sown in  meaning the band will constantly twist and get tangled whenever i put them on/take them off. it's unbelievably annoying. i have to fix them every time i wear them. if i had known this i don't know if i would have purchased them. they are,Lounge
0,"I loved the actual design on the fabric. the flowers are gorgeous and i was really looking forward to wearing them  but the fabric was much too thin for me. i was surprised because another review said they were thick. to me  it felt like tights material  almost. however  they were not see through  which is great. overall  they just didn't look great on my body. 5'9"" size 6/8 curves  medium was a bit too loose.",Lounge
0,"I read the reviews before i bought this dress and had trouble believing that the dress literally fell apart at the seams so i bought it. first the good: i love the color  the fabric  and the design. it's very lightweight and loose-fitting and is perfect for hot days. the neck and sleeves are pretty on. i can wear it as a cover up or put on a necklace and sandals for everyday errands and things.  now the bad: it literally falls apart at the seams as you take it out of the package! i""m surprised a",Lounge
0,I purchased this  and it ended up sitting in my closet for a couple of weeks. i bought it in the green  and i felt it did nothing to enhance my figure. it's kind of a boring design. i like the cowl neck (rare on a tunic) and the sleeve details. the colors don't seem to go well with standard black leggings. overall  unimpressed.,Lounge
0,Is a great top for layering over leggings  running errands or after the gym. the material was thin. i returned it because the color didn't look great on me and for the price  i just didn't love it.,Lounge
1,I do love these pants  but they are way too long for me and will have to return them. the petite sizes are sold out. it is true that the elastic in the waistband is not attached to the waistband fabric and does get twisted when you put the pants on. however  to me that is not a show-stopper. sorry i cannot keep them! i do love retailer and will continue shopping with you!,Lounge
